year,odometer,cylinders,fuel,manufacture,drive,paint,price,transmission
2020,10254,NaN,0.0,gmc,fwd,black,23985,0.0
2006,203088,4,0.0,saturn,fwd,silver,3295,0.0
2021,22703,8,0.0,chevrolet,4wd,NaN,601,0.0
2020,1752,NaN,1.0,tesla,4wd,NaN,688,0.0
2014,154426,6,0.0,audi,4wd,NaN,12995,0.0
2020,20303,6,0.0,ram,4wd,NaN,801,0.0
2016,73025,NaN,0.0,land,4wd,black,44618,0.0
1984,150442,8,0.0,chevrolet,fwd,NaN,34995,1.0
2018,54971,6,0.0,chrysler,fwd,red,24988,0.0
2017,99825,8,0.0,infiniti,4wd,NaN,325,0.0
2015,71227,NaN,0.0,NaN,4wd,black,28985,0.0
1978,21048,NaN,1.0,chevrolet,NaN,NaN,44995,1.0
2017,77610,NaN,0.0,NaN,rwd,white,27985,0.0
2015,88973,6,0.0,toyota,rwd,NaN,NaN,0.0
2014,56146,4,0.0,lincoln,fwd,red,19478,0.0
2021,7487,NaN,0.0,honda,fwd,NaN,23677,0.0
2004,25194,8,0.0,chevrolet,rwd,NaN,23995,0.0
2020,16722,4,0.0,toyota,fwd,NaN,345,0.0
2020,74968,8,0.0,chevrolet,rwd,grey,31498,0.0
2014,116679,4,0.0,mini,NaN,silver,11999,0.0
2016,32859,NaN,0.0,hyundai,NaN,blue,15820,0.0
2007,120561,NaN,0.0,honda,NaN,NaN,4200,0.0
2019,53779,4,0.0,toyota,fwd,NaN,NaN,0.0
2017,135164,NaN,0.0,ford,4wd,NaN,25995,0.0
1974,26795,8,0.0,gmc,NaN,NaN,9988,0.0
NaN,57004,4,0.0,NaN,4wd,silver,34885,1.0
2018,67007,4,0.0,honda,fwd,NaN,18681,1.0
2020,22293,4,0.0,honda,fwd,NaN,32751,1.0
2021,25686,4,0.0,honda,fwd,NaN,30365,1.0
2013,161000,4,0.0,vw,NaN,NaN,9000,0.0
2015,82230,NaN,0.0,ford,NaN,NaN,NaN,0.0
2016,117544,4,0.0,nissan,fwd,NaN,10500,0.0
1998,147959,6,0.0,NaN,4wd,NaN,24950,0.0
2016,97238,4,0.0,honda,fwd,NaN,19995,0.0
2021,40817,4,0.0,toyota,fwd,NaN,NaN,0.0
2020,118185,6,0.0,honda,fwd,NaN,31920,0.0
2016,124834,6,0.0,ford,fwd,NaN,17995,0.0
2012,26920,NaN,1.0,lincoln,NaN,NaN,15720,0.0
2020,13376,NaN,0.0,honda,fwd,NaN,21699,1.0
2001,69276,6,0.0,dodge,rwd,NaN,23995,0.0
2018,32926,6,0.0,ford,4wd,NaN,50100,0.0
2021,18508,8,0.0,chevrolet,4wd,NaN,799,0.0
2015,87359,4,0.0,mazda,NaN,blue,18498,0.0
2015,55977,6,1.0,ford,rwd,white,32113,0.0
2021,46120,6,0.0,toyota,4wd,NaN,NaN,0.0
2013,73875,NaN,0.0,volkswagen,NaN,NaN,3900,0.0
2013,119289,NaN,0.0,volkswagen,NaN,NaN,3200,0.0
2020,91856,8,0.0,gmc,rwd,NaN,451,0.0
2012,15000,NaN,0.0,NaN,NaN,NaN,200,1.0
2019,32307,NaN,0.0,ford,rwd,NaN,849,0.0
2018,29058,4,0.0,subaru,4wd,NaN,NaN,0.0
2013,116941,4,0.0,dodge,fwd,white,8999,0.0
2017,49858,NaN,0.0,toyota,NaN,NaN,19881,0.0
2016,83340,NaN,0.0,chevrolet,fwd,black,NaN,0.0
2010,190219,NaN,1.0,lexus,fwd,NaN,9995,0.0
2007,125550,6,0.0,NaN,4wd,NaN,31950,0.0
2014,100392,NaN,0.0,NaN,rwd,NaN,27494,0.0
2012,100178,6,0.0,ford,fwd,NaN,9995,0.0
2014,97000,4,0.0,NaN,fwd,grey,7500,0.0
1936,338,NaN,0.0,ford,NaN,orange,19500,0.0
2013,110955,4,0.0,NaN,fwd,blue,7877,0.0
2017,55807,NaN,0.0,nissan,NaN,white,22510,0.0
2022,20235,NaN,0.0,honda,fwd,NaN,23899,0.0
2015,53501,6,0.0,bmw,rwd,NaN,42995,1.0
2017,74889,8,0.0,chevrolet,4wd,NaN,NaN,0.0
2019,64777,8,0.0,ram,4wd,NaN,43965,0.0
2021,8440,6,0.0,ford,4wd,NaN,786,0.0
2022,19662,6,0.0,toyota,4wd,NaN,643,0.0
2017,79629,NaN,0.0,honda,NaN,NaN,373,0.0
NaN,53244,6,0.0,NaN,NaN,NaN,36199,0.0
2021,10,NaN,0.0,NaN,NaN,NaN,1400,1.0
2011,143949,4,0.0,hyundai,NaN,NaN,NaN,1.0
2020,62387,NaN,1.0,jeep,4wd,black,28190,0.0
2003,108201,8,0.0,NaN,4wd,NaN,23950,0.0
2020,66548,NaN,0.0,ford,fwd,silver,20165,0.0
2019,22681,NaN,1.0,chevrolet,fwd,black,25209,0.0
2017,34519,4,1.0,toyota,fwd,NaN,NaN,0.0
2012,104814,4,0.0,honda,fwd,NaN,12995,0.0
2011,113790,NaN,0.0,nissan,NaN,NaN,4300,0.0
2012,125738,NaN,0.0,nissan,NaN,NaN,2800,0.0
2008,265200,8,0.0,chevrolet,rwd,red,7250,0.0
2014,159653,4,0.0,kia,NaN,NaN,2300,0.0
2012,107737,NaN,0.0,honda,NaN,NaN,4900,0.0
2010,80272,NaN,0.0,chevrolet,NaN,NaN,1900,0.0
2016,60069,NaN,1.0,ford,NaN,NaN,19995,0.0
2020,47921,6,0.0,ford,4wd,NaN,766,0.0
2010,96388,NaN,0.0,audi,4wd,NaN,187,0.0
2015,98792,NaN,0.0,jeep,4wd,NaN,24995,0.0
2009,62579,NaN,0.0,honda,NaN,silver,12720,0.0
2022,16869,NaN,0.0,honda,fwd,NaN,21699,0.0
2019,41136,8,0.0,ford,4wd,NaN,80397,0.0
2019,112567,8,0.0,gmc,4wd,NaN,900,0.0
2018,54820,4,0.0,toyota,fwd,NaN,370,0.0
2014,101000,6,0.0,lexus,rwd,black,18495,0.0
2017,56298,4,1.0,chevrolet,fwd,NaN,NaN,0.0
2011,124001,4,0.0,honda,fwd,NaN,12799,0.0
2016,89721,NaN,0.0,NaN,4wd,NaN,424,0.0
2014,155154,6,0.0,ram,4wd,NaN,496,0.0
2015,79087,NaN,0.0,buick,NaN,white,13995,0.0
2002,200000,4,0.0,toyota,fwd,NaN,3850,0.0
2014,61281,6,0.0,ford,rwd,black,29999,0.0
2016,82482,8,0.0,lexus,4wd,black,32999,0.0
2019,86537,4,0.0,nissan,fwd,NaN,17999,0.0
2018,99226,4,0.0,toyota,NaN,NaN,21999,0.0
2011,82000,6,0.0,bmw,rwd,silver,13000,0.0
NaN,59074,6,0.0,NaN,4wd,white,37410,0.0
2020,70248,4,0.0,hyundai,fwd,NaN,NaN,0.0
2015,94637,NaN,0.0,volvo,fwd,NaN,14995,0.0
2007,145043,4,0.0,honda,fwd,NaN,7955,0.0
1993,82537,8,0.0,chevrolet,rwd,NaN,11995,0.0
2017,83999,4,0.0,toyota,fwd,NaN,17744,0.0
2011,96763,8,0.0,ram,4wd,NaN,225,0.0
2022,3327,NaN,0.0,honda,fwd,NaN,22199,0.0
2016,93431,NaN,0.0,audi,fwd,NaN,15595,0.0
2019,61490,4,0.0,ford,4wd,NaN,18199,0.0
2019,77241,8,0.0,gmc,4wd,NaN,1002,0.0
2022,21299,6,0.0,toyota,4wd,NaN,767,0.0
2011,153815,4,0.0,toyota,fwd,NaN,9595,0.0
2007,120574,NaN,0.0,chevrolet,4wd,NaN,306,0.0
1971,83000,NaN,0.0,ford,NaN,NaN,7000,1.0
2015,63618,NaN,0.0,hyundai,NaN,silver,15720,0.0
2015,55446,4,0.0,kia,fwd,silver,19988,0.0
2015,73780,6,0.0,jeep,NaN,NaN,19770,0.0
2013,69961,6,0.0,bmw,rwd,white,15988,0.0
2015,74808,NaN,0.0,kia,NaN,white,15995,0.0
1967,11111,NaN,0.0,NaN,NaN,NaN,1950,0.0
2013,479512,NaN,0.0,NaN,NaN,NaN,49800,1.0
1969,1111,NaN,0.0,NaN,NaN,NaN,169000,1.0
1970,1111,NaN,0.0,NaN,NaN,NaN,169000,0.0
1971,1111,NaN,0.0,NaN,NaN,NaN,89000,0.0
1968,1111,NaN,0.0,NaN,NaN,NaN,119000,1.0
2020,11978,6,0.0,bmw,rwd,silver,58500,0.0
2003,118000,NaN,0.0,dodge,NaN,NaN,8000,0.0
1971,73000,8,0.0,ford,rwd,white,9200,0.0
2005,150000,6,0.0,hyundai,NaN,red,5200,0.0
2007,152000,4,1.0,toyota,NaN,blue,7500,0.0
2012,132000,8,0.0,dodge,rwd,grey,14500,0.0
2013,167500,4,1.0,chevrolet,fwd,white,9900,0.0
2014,135500,4,1.0,chevrolet,fwd,silver,13900,0.0
2005,204000,6,0.0,toyota,rwd,blue,9900,0.0
2008,116068,6,0.0,lexus,fwd,red,8499,0.0
2004,91245,4,0.0,dodge,fwd,grey,2500,0.0
2008,128000,6,0.0,jeep,4wd,green,19250,0.0
2012,93000,6,0.0,infiniti,rwd,silver,13800,0.0
2016,31815,6,0.0,ram,rwd,black,43000,0.0
2013,128000,6,0.0,infiniti,4wd,NaN,11500,0.0
1992,195000,6,0.0,dodge,rwd,NaN,9000,1.0
2018,40000,NaN,1.0,tesla,rwd,blue,42000,0.0
2015,150000,4,0.0,hyundai,NaN,NaN,5800,1.0
2014,150000,4,0.0,chevrolet,fwd,silver,5900,0.0
2014,180000,NaN,0.0,gmc,4wd,white,21000,0.0
2010,134000,6,0.0,bmw,rwd,white,7000,0.0
2005,140000,4,0.0,chevrolet,NaN,NaN,3800,0.0
2015,73000,4,1.0,honda,NaN,NaN,14500,0.0
2021,35000,6,0.0,chevrolet,4wd,grey,49950,0.0
2004,253602,6,0.0,toyota,fwd,green,1999,0.0
2008,156900,NaN,0.0,mercedes,NaN,white,8999,0.0
1973,62000,4,0.0,ford,rwd,custom,4000,1.0
2015,109391,NaN,0.0,toyota,fwd,white,15977,0.0
2002,154000,NaN,0.0,dodge,NaN,NaN,2450,0.0
2019,14500,8,0.0,ford,rwd,green,39200,1.0
2007,175271,8,0.0,gmc,NaN,brown,6500,0.0
2017,80000,NaN,0.0,ford,NaN,NaN,20000,0.0
2007,116466,4,0.0,nissan,fwd,white,7000,1.0
2010,72600,6,0.0,toyota,fwd,silver,8599,0.0
2006,115447,NaN,0.0,bmw,NaN,black,NaN,0.0
1954,78000,8,0.0,lincoln,rwd,red,29000,0.0
2017,66000,4,0.0,hyundai,NaN,red,17495,0.0
2002,27000,6,0.0,audi,4wd,white,13500,0.0
2015,126873,NaN,0.0,hyundai,NaN,black,11487,0.0
2015,61000,6,0.0,audi,4wd,white,32000,0.0
2022,17777,NaN,1.0,tesla,rwd,NaN,44999,1.0
1986,151415,NaN,0.0,ford,NaN,black,5000,1.0
1998,161453,NaN,0.0,jeep,4wd,blue,NaN,0.0
2015,70000,4,0.0,NaN,4wd,blue,27000,1.0
2011,100000,6,0.0,NaN,NaN,grey,8000,0.0
2008,225500,8,0.0,mercedes,rwd,white,6000,0.0
2014,60298,4,0.0,toyota,fwd,NaN,10500,0.0
2022,3,NaN,0.0,NaN,4wd,NaN,114425,0.0
2009,109153,NaN,0.0,toyota,fwd,NaN,10477,0.0
2011,92000,6,0.0,bmw,4wd,white,10900,0.0
2020,19800,6,0.0,NaN,4wd,black,21500,0.0
2004,150000,6,0.0,kia,fwd,green,2850,0.0
1968,20400,NaN,0.0,NaN,NaN,black,35000,1.0
2008,222000,6,0.0,toyota,4wd,white,5000,0.0
2009,155465,NaN,0.0,infiniti,4wd,NaN,NaN,0.0
2013,340000,NaN,1.0,lexus,NaN,NaN,12500,0.0
2013,558000,NaN,0.0,NaN,NaN,NaN,33000,1.0
2003,183000,8,0.0,ford,rwd,silver,6500,0.0
2016,64000,6,0.0,toyota,4wd,black,33500,0.0
2006,150300,8,0.0,NaN,rwd,brown,10000,0.0
2013,161000,4,0.0,kia,NaN,black,7900,0.0
2013,155500,4,0.0,dodge,NaN,NaN,5500,0.0
2000,200000,NaN,0.0,gmc,NaN,NaN,2900,0.0
1997,219883,5,0.0,jeep,4wd,red,5500,1.0
2011,106794,NaN,0.0,bmw,NaN,black,NaN,0.0
2008,334000,8,0.0,NaN,rwd,white,8500,0.0
2015,121616,8,0.0,dodge,rwd,black,20000,0.0
2016,66828,4,0.0,ford,fwd,silver,13800,0.0
2018,64271,6,0.0,jeep,4wd,red,40000,1.0
2012,NaN,4,1.0,toyota,fwd,white,9995,0.0
2018,NaN,4,0.0,ford,fwd,white,19995,0.0
2006,89000,NaN,0.0,NaN,NaN,silver,9997,0.0
2014,114740,4,0.0,subaru,4wd,NaN,13995,0.0
2004,132789,8,0.0,gmc,NaN,NaN,8999,0.0
2010,127822,4,0.0,subaru,4wd,blue,10995,0.0
2004,95825,6,0.0,ford,NaN,white,8995,0.0
2013,124000,4,0.0,subaru,4wd,NaN,11995,0.0
2018,91000,NaN,1.0,tesla,NaN,white,39999,1.0
2009,136000,6,0.0,honda,fwd,NaN,8995,0.0
2010,125498,NaN,1.0,toyota,NaN,NaN,10995,0.0
2009,93000,4,0.0,toyota,NaN,NaN,9995,0.0
2007,132000,6,0.0,honda,4wd,NaN,11995,0.0
2012,119989,NaN,0.0,toyota,NaN,NaN,11995,0.0
2007,171000,6,0.0,toyota,fwd,white,11995,0.0
2014,78000,6,0.0,toyota,rwd,silver,22900,0.0
1977,1,6,0.0,jeep,4wd,purple,12000,0.0
2007,NaN,4,0.0,honda,4wd,red,7995,0.0
2015,NaN,4,0.0,NaN,fwd,black,12995,0.0
2014,79999,NaN,1.0,subaru,NaN,NaN,10000,0.0
2003,234702,NaN,0.0,lincoln,NaN,white,2500,0.0
1967,98000,NaN,0.0,chevrolet,NaN,NaN,7500,0.0
1992,140000,NaN,0.0,jeep,NaN,NaN,4500,1.0
1981,145000,NaN,0.0,vw,NaN,NaN,3000,1.0
2011,180000,NaN,0.0,NaN,NaN,NaN,7777,0.0
2007,120000,6,0.0,honda,NaN,silver,7500,0.0
2017,117644,NaN,0.0,toyota,fwd,NaN,17999,0.0
2006,211001,NaN,0.0,toyota,NaN,silver,4399,0.0
2015,70000,4,0.0,audi,4wd,white,13900,0.0
2014,171938,NaN,0.0,NaN,NaN,black,NaN,0.0
2019,18567,NaN,NaN,ford,NaN,NaN,51988,NaN
2016,104524,6,0.0,toyota,4wd,silver,449,0.0
2006,142000,8,0.0,ford,4wd,red,22000,0.0
2001,146600,4,0.0,honda,fwd,custom,6999,0.0
2007,105935,4,0.0,dodge,fwd,white,5999,0.0
2009,123795,4,0.0,chevrolet,fwd,white,5499,0.0
2015,153448,4,0.0,chevrolet,fwd,silver,7499,0.0
2013,100467,NaN,0.0,gmc,NaN,grey,11900,0.0
2016,151655,4,0.0,toyota,fwd,black,10988,0.0
2022,1361,4,0.0,subaru,4wd,grey,37988,0.0
2016,93740,6,0.0,subaru,4wd,blue,20988,0.0
2013,52000,6,0.0,toyota,4wd,white,19600,0.0
2007,148254,6,0.0,lexus,fwd,silver,9988,0.0
2016,73419,NaN,0.0,fiat,NaN,white,9399,0.0
2015,90000,4,0.0,kia,fwd,grey,8200,0.0
2008,70871,6,0.0,NaN,rwd,white,19988,1.0
2014,69029,NaN,0.0,chevrolet,NaN,NaN,9699,0.0
2001,133759,6,0.0,ford,fwd,brown,2000,0.0
2002,142982,NaN,0.0,volkswagen,NaN,blue,19990,0.0
2002,186021,6,0.0,nissan,4wd,silver,2688,0.0
2003,147586,6,0.0,jeep,4wd,silver,1988,0.0
2008,158000,4,1.0,toyota,fwd,red,4600,0.0
2002,167155,4,0.0,toyota,fwd,silver,2688,0.0
1996,221000,8,0.0,ford,4wd,white,35950,1.0
2003,91000,10,0.0,ford,4wd,black,31900,0.0
2006,117000,6,0.0,dodge,4wd,silver,37900,0.0
2004,104000,6,0.0,dodge,4wd,black,36900,0.0
2001,103000,6,0.0,dodge,4wd,grey,39900,1.0
1996,150000,6,0.0,dodge,4wd,white,34900,0.0
1993,95000,6,0.0,dodge,rwd,white,27900,0.0
2005,114000,8,0.0,dodge,rwd,silver,14950,0.0
2006,135000,8,0.0,chevrolet,rwd,grey,29950,0.0
1974,87000,8,0.0,NaN,NaN,white,12500,0.0
2011,247681,NaN,0.0,ford,fwd,white,NaN,0.0
2013,101472,4,0.0,bmw,4wd,silver,12000,0.0
2017,4536,8,0.0,chrysler,NaN,black,32000,0.0
2001,290000,NaN,0.0,dodge,4wd,NaN,4700,0.0
2008,23910,NaN,NaN,chevrolet,NaN,NaN,34988,NaN
2007,112762,NaN,1.0,dodge,NaN,NaN,28000,1.0
2020,97798,8,0.0,ford,4wd,white,41000,0.0
2016,107357,4,0.0,chevrolet,fwd,grey,13500,0.0
2013,150000,8,0.0,NaN,4wd,white,13500,0.0
2018,73000,NaN,1.0,tesla,rwd,white,44000,0.0
2015,78000,NaN,0.0,lexus,4wd,black,23900,0.0
2019,88785,6,0.0,dodge,fwd,white,16895,0.0
2017,27029,NaN,0.0,tesla,4wd,black,44985,0.0
2005,136405,6,0.0,toyota,fwd,white,12998,0.0
2014,56214,4,0.0,toyota,4wd,white,30998,0.0
2021,23090,4,0.0,toyota,fwd,silver,23998,0.0
2019,15673,4,0.0,honda,fwd,black,18750,0.0
1998,223000,6,0.0,toyota,rwd,green,8500,0.0
2005,230500,4,0.0,NaN,fwd,grey,2500,1.0
2015,53882,4,0.0,jeep,4wd,silver,18998,0.0
1993,220000,8,0.0,ford,4wd,white,17000,1.0
2014,19826,4,0.0,chevrolet,fwd,blue,15998,0.0
2014,39595,4,0.0,jeep,4wd,white,16998,0.0
2013,103366,4,0.0,honda,fwd,red,7200,0.0
2020,58378,6,0.0,chrysler,fwd,black,26997,0.0
2010,107000,8,0.0,NaN,NaN,NaN,12800,0.0
2012,108136,8,0.0,ram,4wd,white,37999,0.0
2015,90366,NaN,0.0,mazda,fwd,blue,16900,0.0
2013,263898,NaN,0.0,NaN,NaN,NaN,37500,0.0
2002,277000,8,0.0,NaN,NaN,NaN,3500,0.0
2005,222560,4,1.0,toyota,NaN,NaN,5000,0.0
2004,254000,NaN,0.0,volvo,NaN,NaN,2500,0.0
2007,171000,4,1.0,toyota,fwd,NaN,6600,0.0
2009,215000,NaN,1.0,toyota,NaN,NaN,5000,0.0
2008,204000,8,0.0,nissan,NaN,NaN,6000,0.0
2011,299369,8,0.0,gmc,4wd,silver,22999,0.0
2005,155000,8,0.0,nissan,4wd,grey,8500,0.0
2004,186835,8,0.0,jeep,4wd,grey,4000,0.0
2013,100647,NaN,0.0,honda,NaN,grey,14599,0.0
2016,112595,NaN,0.0,honda,NaN,grey,14699,0.0
2018,46929,NaN,0.0,NaN,NaN,black,NaN,0.0
2008,97777,NaN,0.0,mercedes,NaN,white,11699,0.0
2008,124712,NaN,0.0,toyota,NaN,custom,12399,0.0
2004,111888,NaN,0.0,bmw,NaN,silver,7399,0.0
2016,109430,NaN,0.0,honda,NaN,silver,17999,0.0
2007,154026,NaN,0.0,toyota,NaN,yellow,17399,0.0
2002,141805,NaN,NaN,toyota,NaN,NaN,12988,NaN
2015,113500,6,0.0,ford,4wd,white,24000,0.0
2018,70632,4,0.0,chevrolet,fwd,grey,17997,0.0
2019,55000,8,0.0,NaN,4wd,white,70500,0.0
1939,1000000,8,0.0,ford,rwd,custom,8000,0.0
2015,84058,NaN,0.0,land,4wd,blue,27985,0.0
2016,86208,NaN,0.0,land,4wd,black,32985,0.0
2016,70631,NaN,0.0,land,4wd,black,28985,0.0
2019,52510,NaN,0.0,kia,fwd,silver,18985,0.0
2018,105694,NaN,0.0,honda,fwd,white,18985,0.0
2019,58797,NaN,0.0,honda,fwd,white,23985,0.0
2019,81497,NaN,0.0,honda,fwd,black,24985,0.0
2018,56484,NaN,0.0,gmc,NaN,NaN,39985,0.0
2013,149119,NaN,0.0,bmw,4wd,white,10985,0.0
2014,116764,NaN,0.0,bmw,rwd,black,13985,0.0
2014,76826,NaN,0.0,bmw,rwd,black,18985,0.0
2017,78142,4,0.0,cadillac,rwd,silver,21895,0.0
2009,102150,8,0.0,mercedes,rwd,grey,18000,0.0
2015,72046,NaN,0.0,bmw,rwd,white,15985,0.0
1999,98000,NaN,0.0,gmc,NaN,white,1000,0.0
2007,95433,NaN,0.0,nissan,NaN,NaN,4999,0.0
2000,201195,NaN,0.0,ford,fwd,NaN,NaN,0.0
2017,117606,4,0.0,audi,4wd,black,18895,0.0
2003,198000,NaN,0.0,gmc,NaN,NaN,5500,0.0
1963,300,NaN,0.0,NaN,NaN,NaN,18500,0.0
2005,69400,6,0.0,ford,fwd,green,3500,0.0
2008,204000,8,0.0,ford,NaN,white,5500,0.0
2014,112986,6,0.0,acura,fwd,white,19895,0.0
2012,146000,8,0.0,NaN,NaN,silver,8200,0.0
2001,211000,8,0.0,toyota,4wd,black,5500,0.0
1999,116000,8,0.0,NaN,rwd,orange,3000,0.0
2018,85752,4,0.0,audi,4wd,silver,23650,0.0
2006,135000,6,0.0,NaN,fwd,white,17000,0.0
1996,185000,6,0.0,buick,fwd,green,2500,0.0
2016,101424,NaN,0.0,ford,fwd,NaN,NaN,0.0
2011,81733,NaN,NaN,chevrolet,NaN,NaN,27988,NaN
2017,94402,NaN,0.0,lexus,fwd,white,NaN,0.0
2005,194344,8,0.0,NaN,rwd,white,10250,0.0
2011,49000,6,0.0,bmw,rwd,white,8500,0.0
2008,95550,4,0.0,NaN,4wd,silver,8500,0.0
2000,208000,6,0.0,ford,rwd,blue,5350,0.0
2004,72000,NaN,0.0,mercury,NaN,NaN,15500,0.0
2022,40460,6,0.0,ram,4wd,white,58000,0.0
1999,81000,8,0.0,chevrolet,4wd,white,10500,0.0
2017,80405,4,1.0,ford,fwd,blue,18800,0.0
2019,87275,6,0.0,dodge,fwd,NaN,17600,0.0
2002,285000,6,0.0,dodge,4wd,white,16900,1.0
2017,41525,NaN,0.0,volkswagen,NaN,blue,NaN,0.0
2017,98106,NaN,0.0,toyota,4wd,NaN,32777,0.0
2012,99804,NaN,0.0,toyota,4wd,NaN,32777,0.0
2014,106408,NaN,0.0,ram,4wd,NaN,43777,0.0
2018,169830,NaN,0.0,ram,4wd,NaN,33777,0.0
2016,137081,NaN,0.0,ram,4wd,NaN,37777,0.0
2012,124427,NaN,0.0,ram,4wd,NaN,40777,1.0
2011,195438,NaN,0.0,ram,4wd,NaN,31777,0.0
2014,142236,NaN,0.0,ram,4wd,NaN,37777,0.0
2013,82000,6,0.0,NaN,NaN,black,24000,0.0
2021,45533,NaN,0.0,ram,4wd,NaN,62777,0.0
2014,117140,NaN,0.0,NaN,NaN,NaN,59777,0.0
2015,100524,NaN,0.0,hyundai,NaN,NaN,13777,0.0
2017,128988,NaN,0.0,ford,4wd,NaN,45777,0.0
2016,113826,NaN,0.0,ford,4wd,NaN,34777,0.0
2017,112543,NaN,0.0,ford,4wd,NaN,44777,0.0
2011,123898,NaN,0.0,ford,4wd,NaN,36777,0.0
2017,122167,NaN,0.0,ford,4wd,NaN,46777,0.0
2017,87403,NaN,0.0,ford,4wd,NaN,56777,0.0
2017,128535,NaN,0.0,ford,4wd,NaN,44777,0.0
2018,82043,NaN,0.0,ford,4wd,NaN,59777,0.0
2014,191479,NaN,0.0,ford,4wd,NaN,29777,0.0
2011,120011,NaN,0.0,ford,4wd,NaN,35777,0.0
2015,100639,NaN,0.0,ford,4wd,NaN,48777,0.0
2014,174135,NaN,0.0,ford,4wd,NaN,34777,0.0
2014,122022,NaN,0.0,chevrolet,4wd,NaN,27777,0.0
2020,63943,NaN,0.0,chevrolet,4wd,NaN,56777,0.0
2019,32135,4,0.0,ford,4wd,blue,28955,0.0
2018,60351,4,0.0,NaN,4wd,white,23878,0.0
2020,43960,NaN,0.0,toyota,fwd,white,NaN,0.0
2016,99718,NaN,0.0,chevrolet,fwd,white,NaN,0.0
2016,101042,NaN,0.0,cadillac,4wd,black,34900,0.0
2018,40094,NaN,0.0,land,4wd,NaN,582,0.0
2010,160555,6,0.0,ford,fwd,white,8950,0.0
2005,122000,4,0.0,honda,fwd,silver,6200,1.0
2017,60085,NaN,0.0,honda,NaN,NaN,26995,1.0
2014,18185,NaN,0.0,maserati,NaN,NaN,34995,0.0
2013,82340,NaN,0.0,bmw,NaN,NaN,31995,0.0
2013,88570,8,0.0,land,4wd,NaN,24995,0.0
2019,10290,NaN,0.0,volkswagen,NaN,NaN,44995,1.0
2016,119880,NaN,0.0,nissan,NaN,NaN,10995,0.0
2013,89690,NaN,0.0,audi,NaN,NaN,19995,0.0
2014,89875,4,0.0,audi,4wd,NaN,21995,0.0
2007,146430,6,0.0,volvo,NaN,NaN,7995,0.0
2016,72605,4,0.0,ford,4wd,NaN,34995,1.0
2017,55935,4,0.0,acura,fwd,NaN,23995,0.0
2011,119080,8,0.0,NaN,rwd,NaN,14995,0.0
2020,39500,8,0.0,ram,4wd,NaN,54995,0.0
2012,76410,6,0.0,audi,4wd,black,24995,0.0
2017,39300,6,0.0,audi,4wd,white,38995,0.0
2015,62020,6,0.0,NaN,4wd,NaN,35995,0.0
2013,88025,NaN,0.0,NaN,NaN,NaN,15995,0.0
2013,65510,4,1.0,toyota,fwd,white,18995,0.0
2014,68200,8,0.0,NaN,4wd,black,43495,0.0
2020,62080,4,0.0,nissan,fwd,white,17495,0.0
2015,114875,NaN,0.0,ford,NaN,NaN,19995,0.0
2015,81700,NaN,0.0,subaru,NaN,NaN,29995,1.0
2020,46450,NaN,0.0,chevrolet,NaN,NaN,47995,0.0
2011,80570,NaN,0.0,NaN,NaN,NaN,17995,0.0
2017,73410,NaN,0.0,jeep,fwd,NaN,NaN,0.0
2019,16375,4,0.0,subaru,4wd,NaN,42995,1.0
2005,143000,8,0.0,gmc,4wd,black,4400,0.0
2017,11095,NaN,0.0,lexus,NaN,white,36995,0.0
2018,23680,4,0.0,subaru,4wd,NaN,41995,1.0
2014,72100,8,0.0,NaN,4wd,red,67995,0.0
2017,39296,8,0.0,bmw,NaN,white,48995,0.0
2015,42336,4,0.0,fiat,NaN,NaN,15995,1.0
2014,82732,6,0.0,ford,4wd,white,26995,0.0
2015,46344,NaN,0.0,chevrolet,NaN,NaN,41995,0.0
2009,92730,8,0.0,NaN,rwd,black,32495,0.0
2019,29912,4,0.0,ford,4wd,red,27995,0.0
2004,142375,8,0.0,NaN,4wd,NaN,25950,0.0
2020,13230,NaN,0.0,mazda,fwd,white,NaN,0.0
1974,80000,8,0.0,NaN,4wd,NaN,9500,0.0
2012,209628,NaN,0.0,ford,4wd,white,NaN,0.0
1998,162000,NaN,0.0,dodge,NaN,white,5800,0.0
2022,20000,4,1.0,toyota,fwd,NaN,30000,0.0
2021,8772,NaN,0.0,mitsubishi,4wd,white,25950,0.0
2016,85850,4,0.0,nissan,NaN,NaN,12950,0.0
2022,18990,NaN,1.0,tesla,4wd,white,66239,0.0
2022,26700,NaN,1.0,polestar,4wd,NaN,49000,0.0
2014,101211,6,0.0,ford,fwd,silver,8950,0.0
2018,59940,4,0.0,subaru,4wd,silver,21764,1.0
2013,142000,4,0.0,nissan,fwd,silver,7719,0.0
2015,85057,NaN,0.0,dodge,fwd,NaN,11995,0.0
2020,36471,4,0.0,honda,fwd,NaN,27366,1.0
2020,45039,4,0.0,honda,NaN,NaN,29752,1.0
2021,31405,4,0.0,honda,fwd,NaN,30405,1.0
NaN,1887,6,0.0,NaN,4wd,black,44987,0.0
2008,67000,4,0.0,NaN,4wd,silver,8500,0.0
2017,100666,NaN,0.0,ford,fwd,white,NaN,0.0
2002,180000,NaN,0.0,honda,NaN,NaN,4299,1.0
2013,80000,4,0.0,NaN,fwd,red,11500,0.0
2000,187210,8,0.0,NaN,NaN,NaN,20950,0.0
2018,68964,4,0.0,mazda,fwd,white,17655,0.0
2005,55965,6,0.0,NaN,rwd,silver,39988,1.0
