year,odometer,cylinders,fuel,manufacture,drive,paint,price,transmission
2020,21000,6,0.0,infiniti,4wd,white,25000,0.0
2006,140000,NaN,0.0,dodge,NaN,NaN,7200,0.0
2005,137000,4,1.0,toyota,fwd,silver,5700,0.0
2018,40061,4,0.0,honda,fwd,grey,19998,0.0
2014,77322,4,0.0,hyundai,4wd,grey,16998,0.0
2022,3052,8,0.0,ram,4wd,white,42000,0.0
2021,47228,4,0.0,ford,4wd,silver,22255,0.0
2021,16429,6,0.0,jeep,4wd,red,43400,1.0
2000,214011,8,0.0,NaN,rwd,white,13888,0.0
2006,135000,4,1.0,,fwd,black,5900,0.0
1998,171082,8,0.0,jeep,4wd,green,5988,0.0
2013,51470,6,0.0,NaN,4wd,white,22800,0.0
2008,154000,6,0.0,volvo,4wd,black,8200,0.0
2014,53000,6,0.0,mercedes,rwd,silver,24500,0.0
2017,66700,4,0.0,nissan,NaN,white,16999,0.0
2019,42317,NaN,0.0,toyota,fwd,NaN,39000,0.0
2005,230000,NaN,0.0,dodge,4wd,white,19000,0.0
2008,150867,NaN,0.0,hyundai,fwd,NaN,6499,0.0
2006,200000,NaN,0.0,lexus,rwd,NaN,4500,0.0
1997,244844,4,0.0,ford,fwd,green,2451,1.0
2015,63000,4,0.0,NaN,fwd,black,9600,0.0
1996,122003,6,0.0,NaN,fwd,white,7000,1.0
2005,150000,4,0.0,honda,4wd,silver,6800,0.0
2010,162000,6,0.0,bmw,rwd,NaN,6500,0.0
2021,3454,NaN,0.0,honda,fwd,white,28900,0.0
2020,18989,4,0.0,subaru,4wd,grey,31933,0.0
2007,171000,6,0.0,toyota,4wd,NaN,17500,0.0
1959,1,NaN,1.0,volkswagen,NaN,NaN,29995,1.0
2017,65246,NaN,0.0,NaN,NaN,NaN,NaN,0.0
1976,92000,8,0.0,NaN,rwd,black,15,0.0
2014,60600,6,0.0,nissan,fwd,silver,9500,0.0
2002,133000,6,0.0,NaN,4wd,black,11999,1.0
2017,73504,4,0.0,toyota,NaN,NaN,18995,0.0
2015,112580,4,1.0,toyota,NaN,NaN,17495,0.0
2008,132054,4,1.0,toyota,NaN,NaN,10995,0.0
2021,15801,6,0.0,toyota,4wd,NaN,33495,0.0
2015,67130,4,0.0,subaru,4wd,NaN,11999,0.0
2019,36492,8,0.0,ram,NaN,NaN,23995,0.0
2018,70464,6,0.0,nissan,NaN,NaN,17995,0.0
2000,48295,8,0.0,NaN,NaN,NaN,24995,0.0
2014,63641,4,0.0,NaN,NaN,NaN,18995,0.0
2014,110542,6,0.0,NaN,NaN,NaN,54995,0.0
2013,124893,4,1.0,lexus,NaN,NaN,15995,0.0
2002,123324,8,0.0,lexus,4wd,NaN,26995,0.0
1992,167206,8,0.0,lexus,NaN,NaN,7995,0.0
2006,92768,6,0.0,lexus,NaN,NaN,10995,0.0
2010,97530,4,0.0,kia,NaN,NaN,9795,0.0
2015,105967,8,0.0,infiniti,4wd,NaN,25495,0.0
2012,139000,NaN,0.0,subaru,NaN,NaN,16000,0.0
2013,18765,4,0.0,hyundai,NaN,NaN,12495,0.0
2020,39388,3,0.0,ford,NaN,NaN,19999,0.0
2018,72900,4,0.0,dodge,NaN,NaN,14999,0.0
2018,33906,4,0.0,bmw,NaN,NaN,31495,0.0
2010,60799,4,0.0,audi,4wd,NaN,16995,0.0
2001,99932,8,0.0,jeep,4wd,grey,6900,0.0
2008,213487,6,1.0,honda,fwd,brown,3800,0.0
2004,159000,4,0.0,vw,fwd,grey,4800,1.0
2008,247473,6,0.0,lexus,4wd,silver,5000,0.0
2015,28095,6,0.0,chrysler,rwd,black,17500,0.0
2014,110947,NaN,0.0,NaN,NaN,NaN,225,0.0
2002,76383,6,0.0,mercedes,rwd,NaN,4995,0.0
2001,134436,6,0.0,honda,NaN,grey,4995,0.0
1996,147642,4,0.0,toyota,fwd,NaN,3995,0.0
2006,210000,8,0.0,NaN,rwd,white,5500,0.0
2012,149989,NaN,0.0,honda,NaN,silver,9995,0.0
2010,223,4,0.0,subaru,4wd,white,9900,0.0
2006,233872,6,0.0,toyota,fwd,silver,6995,0.0
2015,71103,6,0.0,kia,fwd,silver,18988,0.0
1974,1000,8,0.0,NaN,4wd,blue,6750,0.0
2022,10200,NaN,1.0,tesla,4wd,white,54000,0.0
2012,77121,NaN,0.0,lexus,4wd,NaN,19985,0.0
2017,82996,NaN,0.0,infiniti,rwd,black,19985,0.0
2019,47718,NaN,0.0,honda,fwd,grey,27985,0.0
2019,28174,NaN,0.0,honda,fwd,silver,26985,0.0
2019,139606,6,0.0,dodge,fwd,silver,11995,0.0
1999,165000,6,0.0,toyota,fwd,NaN,2900,0.0
2011,120000,4,0.0,volkswagen,fwd,silver,6000,0.0
2018,29495,NaN,0.0,volkswagen,fwd,white,20985,0.0
2019,50658,NaN,0.0,toyota,fwd,silver,22985,0.0
2017,66331,NaN,0.0,chevrolet,rwd,grey,29985,1.0
2019,15001,NaN,0.0,chevrolet,fwd,NaN,22985,0.0
2014,72587,NaN,0.0,bmw,rwd,white,24985,0.0
2014,99832,NaN,0.0,bmw,rwd,black,13985,0.0
2014,108302,NaN,0.0,bmw,rwd,blue,15985,0.0
2015,62789,NaN,0.0,bmw,rwd,grey,21985,0.0
2015,107772,NaN,0.0,bmw,rwd,black,17985,0.0
2018,49397,4,1.0,toyota,fwd,grey,30988,0.0
2015,59372,NaN,0.0,bmw,4wd,black,18985,0.0
2018,75360,NaN,0.0,bmw,rwd,black,23985,0.0
2020,55784,NaN,0.0,bmw,rwd,black,27985,0.0
2013,111493,NaN,0.0,acura,NaN,silver,14999,0.0
2015,31985,8,0.0,ram,rwd,NaN,27995,0.0
2012,64805,NaN,0.0,audi,4wd,white,16985,0.0
2016,80155,8,0.0,ram,4wd,black,24995,0.0
2014,250000,6,0.0,gmc,4wd,white,22500,0.0
2012,107900,8,0.0,ford,rwd,white,17995,0.0
2019,52219,NaN,0.0,infiniti,fwd,black,NaN,0.0
2009,134000,4,0.0,subaru,NaN,green,6000,0.0
2006,203000,NaN,0.0,,NaN,red,16900,0.0
2010,188452,4,0.0,NaN,fwd,NaN,5000,0.0
2014,70762,4,0.0,volkswagen,fwd,grey,10995,0.0
2013,115131,NaN,0.0,ram,4wd,green,18995,0.0
2005,210568,NaN,0.0,toyota,NaN,NaN,10500,0.0
2015,116365,4,0.0,nissan,fwd,black,7500,0.0
2012,89880,4,0.0,mazda,NaN,grey,10998,0.0
2009,138816,4,0.0,mazda,NaN,blue,7998,0.0
2020,46352,6,0.0,ram,4wd,white,52500,0.0
2021,27909,8,0.0,ram,4wd,white,48000,0.0
2021,40870,8,0.0,ford,4wd,black,74000,0.0
2002,98180,4,0.0,toyota,NaN,silver,8598,0.0
2017,12244,4,1.0,toyota,NaN,grey,30998,0.0
2010,107953,4,0.0,ford,NaN,white,6998,0.0
2021,0,NaN,0.0,NaN,NaN,white,31850,0.0
2003,232160,4,0.0,toyota,4wd,silver,12998,1.0
2002,154000,NaN,0.0,dodge,NaN,NaN,2250,0.0
2012,130161,NaN,0.0,toyota,fwd,silver,20999,0.0
2010,35833,4,1.0,ford,fwd,blue,11995,0.0
2019,36025,NaN,NaN,toyota,NaN,NaN,41988,NaN
2007,216000,6,0.0,toyota,4wd,white,5900,0.0
2002,213333,8,0.0,toyota,rwd,silver,3500,0.0
2010,57317,8,0.0,ford,4wd,silver,20700,0.0
2008,1700,NaN,0.0,NaN,4wd,NaN,6500,0.0
2005,250000,6,0.0,chrysler,NaN,black,1200,0.0
2000,201000,6,0.0,NaN,4wd,NaN,2400,1.0
2012,155803,10,0.0,ford,rwd,white,44900,0.0
2011,158401,NaN,0.0,toyota,NaN,silver,19999,0.0
2019,64981,6,0.0,jeep,4wd,white,28710,0.0
2013,122703,NaN,0.0,audi,NaN,NaN,14999,0.0
2020,50045,6,0.0,honda,fwd,white,27988,0.0
2017,139901,NaN,0.0,subaru,NaN,red,12999,0.0
2015,NaN,4,0.0,ford,fwd,white,12995,0.0
2016,77000,4,1.0,toyota,rwd,blue,13000,0.0
1966,67000,8,0.0,pontiac,rwd,red,45000,0.0
2015,60937,NaN,0.0,mazda,NaN,NaN,15999,0.0
1936,14000,NaN,0.0,NaN,NaN,black,49000,0.0
2015,120000,NaN,0.0,mercedes,4wd,NaN,26999,0.0
2016,120000,4,0.0,NaN,NaN,red,11899,0.0
2008,101000,6,0.0,buick,4wd,silver,8899,0.0
2013,114081,NaN,0.0,on,NaN,NaN,11999,0.0
2005,115000,NaN,0.0,volvo,4wd,green,7499,0.0
2007,150000,4,0.0,mazda,fwd,silver,6299,0.0
2008,150000,NaN,0.0,bmw,NaN,NaN,8887,0.0
2014,140000,4,0.0,volkswagen,fwd,white,9499,0.0
2012,155000,NaN,0.0,ford,NaN,NaN,9999,0.0
2011,180000,NaN,0.0,toyota,NaN,NaN,7999,0.0
2014,122000,4,0.0,hyundai,NaN,red,8999,0.0
2010,148000,6,0.0,toyota,fwd,grey,10900,0.0
2017,112293,4,0.0,honda,fwd,NaN,18955,0.0
2014,68627,8,0.0,NaN,rwd,NaN,33992,0.0
2018,21961,4,0.0,NaN,rwd,NaN,27955,0.0
1998,115000,NaN,0.0,buick,NaN,NaN,1900,0.0
2012,106000,4,0.0,toyota,fwd,silver,8200,0.0
2018,63071,4,0.0,ford,fwd,NaN,16955,0.0
2011,99229,6,0.0,mazda,4wd,NaN,12955,0.0
2019,13479,4,0.0,honda,fwd,NaN,29792,0.0
2017,65961,4,0.0,subaru,4wd,NaN,23991,1.0
2018,37451,4,0.0,bmw,4wd,NaN,27992,0.0
2021,13437,6,0.0,honda,4wd,NaN,37955,0.0
2017,68233,4,0.0,volkswagen,4wd,NaN,18955,0.0
2013,128064,6,0.0,dodge,4wd,NaN,12955,0.0
2016,101838,4,0.0,honda,fwd,NaN,15995,0.0
2001,237000,8,0.0,toyota,4wd,green,13991,0.0
2017,60728,4,0.0,chevrolet,fwd,NaN,15955,0.0
2017,49654,4,0.0,nissan,4wd,NaN,22555,0.0
2018,33178,4,0.0,lincoln,fwd,NaN,24955,0.0
2003,119604,NaN,0.0,toyota,fwd,red,18888,0.0
2017,78805,6,0.0,jaguar,4wd,NaN,26955,0.0
2005,187105,NaN,0.0,honda,4wd,red,NaN,0.0
2018,12132,NaN,1.0,bmw,rwd,NaN,26955,0.0
2018,99448,4,0.0,mazda,fwd,NaN,15955,1.0
2012,94307,4,0.0,jeep,fwd,NaN,11555,0.0
2012,88051,8,0.0,NaN,rwd,NaN,18955,0.0
2011,128352,4,0.0,toyota,fwd,NaN,12555,0.0
2015,90063,4,0.0,kia,fwd,NaN,10555,1.0
2017,81836,4,0.0,honda,fwd,NaN,22555,0.0
2016,97681,4,0.0,mazda,4wd,NaN,17955,0.0
2013,115207,8,0.0,cadillac,4wd,NaN,21995,0.0
2018,54769,4,0.0,lexus,4wd,NaN,29426,0.0
2018,51570,4,0.0,jeep,fwd,NaN,19955,0.0
2018,63166,6,0.0,chevrolet,4wd,NaN,33555,0.0
2018,97191,4,0.0,toyota,fwd,NaN,19955,0.0
2003,31125,8,0.0,chevrolet,rwd,NaN,29995,1.0
2017,82145,8,1.0,chevrolet,4wd,NaN,38955,0.0
2017,41441,4,0.0,nissan,fwd,NaN,17555,0.0
2018,46946,4,0.0,chevrolet,rwd,NaN,23955,0.0
2017,58735,6,0.0,hyundai,fwd,NaN,17955,0.0
2019,56470,6,0.0,gmc,4wd,NaN,30491,0.0
2019,52582,4,0.0,hyundai,fwd,NaN,16955,0.0
2019,58630,8,0.0,toyota,rwd,NaN,32955,0.0
2019,58784,6,0.0,gmc,4wd,NaN,26505,0.0
2022,5546,4,1.0,honda,fwd,NaN,33955,0.0
2021,17521,4,0.0,acura,4wd,NaN,37955,0.0
2021,11549,4,0.0,honda,fwd,NaN,30455,0.0
2014,110416,NaN,0.0,acura,NaN,white,15988,0.0
2009,79808,NaN,1.0,chevrolet,4wd,white,16995,0.0
2020,122561,4,0.0,honda,fwd,NaN,20998,0.0
2020,44376,4,0.0,honda,fwd,NaN,22555,0.0
2012,111233,NaN,1.0,NaN,fwd,black,NaN,0.0
2022,19619,4,0.0,honda,fwd,NaN,28955,0.0
2021,22765,4,0.0,honda,fwd,NaN,29955,0.0
2008,63500,NaN,1.0,bmw,rwd,NaN,NaN,1.0
2022,22803,4,0.0,honda,fwd,NaN,27955,0.0
2022,37200,6,0.0,NaN,rwd,NaN,43955,0.0
2022,2940,4,0.0,toyota,4wd,NaN,33955,0.0
2018,27000,NaN,1.0,tesla,NaN,red,42000,0.0
2007,137000,8,0.0,audi,4wd,black,5500,0.0
2019,75621,4,1.0,NaN,fwd,blue,20990,0.0
2020,21966,4,0.0,honda,fwd,NaN,24991,0.0
2017,100490,NaN,0.0,toyota,4wd,silver,31999,0.0
2022,9443,6,0.0,toyota,rwd,NaN,46955,0.0
2018,59268,4,0.0,honda,fwd,NaN,37955,1.0
2021,7099,4,0.0,honda,4wd,NaN,26955,0.0
2016,53212,4,0.0,jeep,4wd,NaN,21992,0.0
2018,82328,6,0.0,subaru,4wd,NaN,23955,0.0
2022,6625,4,1.0,toyota,fwd,NaN,30518,0.0
2013,105550,4,0.0,mazda,fwd,NaN,11555,0.0
2023,9,4,0.0,subaru,4wd,NaN,40570,0.0
2021,26324,4,1.0,toyota,fwd,NaN,26555,0.0
2017,87225,6,0.0,dodge,4wd,NaN,21955,0.0
2015,110919,6,0.0,buick,4wd,NaN,15555,0.0
2022,892,4,0.0,honda,fwd,NaN,28455,0.0
2011,90687,6,0.0,kia,fwd,NaN,8971,0.0
2012,124646,8,0.0,lexus,4wd,NaN,21955,0.0
2021,10676,6,0.0,chevrolet,rwd,NaN,33955,0.0
2015,69761,4,0.0,NaN,fwd,NaN,19455,0.0
2021,30829,4,1.0,honda,fwd,NaN,30955,0.0
2021,10916,4,0.0,honda,fwd,NaN,30955,0.0
2014,101590,4,0.0,audi,4wd,NaN,14372,0.0
2004,220000,NaN,0.0,NaN,NaN,NaN,3500,0.0
2020,47132,4,0.0,gmc,fwd,NaN,21955,0.0
2018,37541,4,0.0,subaru,4wd,NaN,28955,0.0
2015,150000,NaN,0.0,toyota,NaN,NaN,8500,0.0
2021,10676,6,0.0,chevrolet,rwd,NaN,33955,0.0
2017,68598,8,0.0,gmc,rwd,NaN,22955,0.0
2005,169975,8,0.0,ram,4wd,black,14500,0.0
2019,61877,4,0.0,audi,4wd,NaN,26955,0.0
2021,15315,4,0.0,nissan,4wd,NaN,27555,0.0
2018,58227,4,0.0,jeep,4wd,NaN,22488,0.0
2019,25009,NaN,1.0,chevrolet,fwd,NaN,23455,0.0
2021,19290,4,1.0,hyundai,fwd,NaN,28955,0.0
2019,26120,NaN,NaN,toyota,NaN,NaN,39988,NaN
2018,65767,4,0.0,kia,fwd,NaN,16995,0.0
2020,47021,4,0.0,bmw,rwd,NaN,31455,0.0
2020,41497,4,0.0,honda,fwd,NaN,25955,0.0
2018,56487,6,0.0,bmw,rwd,NaN,33988,0.0
2018,20007,NaN,0.0,honda,fwd,NaN,24999,1.0
2021,12491,4,0.0,kia,fwd,NaN,33455,0.0
2019,48375,8,0.0,ram,rwd,NaN,33488,0.0
2022,19364,4,0.0,toyota,fwd,NaN,34916,0.0
2020,32958,6,0.0,toyota,fwd,NaN,32971,0.0
2019,23053,NaN,1.0,tesla,rwd,NaN,37488,0.0
2018,48816,4,0.0,honda,fwd,NaN,24955,0.0
2019,95003,4,0.0,volkswagen,fwd,NaN,19455,0.0
2020,60190,4,0.0,toyota,fwd,grey,NaN,0.0
2017,57541,4,1.0,hyundai,fwd,NaN,19955,0.0
2018,114000,NaN,0.0,toyota,NaN,black,16500,0.0
2019,20298,8,0.0,ford,rwd,NaN,36995,1.0
2021,16982,3,0.0,ford,4wd,NaN,32955,0.0
2018,200000,NaN,0.0,ford,NaN,NaN,14800,0.0
2016,23672,6,0.0,dodge,fwd,NaN,19988,0.0
2021,8015,4,0.0,jeep,4wd,NaN,41998,0.0
2018,58227,4,0.0,jeep,4wd,NaN,22488,0.0
2022,16672,4,0.0,toyota,fwd,NaN,28955,0.0
2016,98180,6,0.0,dodge,4wd,white,23000,0.0
2020,55103,8,0.0,chevrolet,4wd,NaN,37599,0.0
2019,19577,NaN,1.0,NaN,fwd,NaN,423,0.0
2017,76711,6,0.0,jeep,4wd,NaN,27488,0.0
2019,76777,NaN,0.0,subaru,NaN,white,21999,0.0
2015,77582,NaN,0.0,lexus,rwd,black,NaN,0.0
2019,46566,4,0.0,NaN,4wd,NaN,38455,0.0
2022,6026,4,0.0,honda,fwd,NaN,28955,0.0
2021,22086,4,0.0,subaru,4wd,grey,31988,0.0
2017,65375,6,0.0,lincoln,fwd,NaN,20955,0.0
2016,155384,NaN,0.0,ford,4wd,NaN,29999,0.0
2021,6320,6,0.0,nissan,4wd,NaN,29971,0.0
2018,20760,6,0.0,chrysler,fwd,NaN,29488,0.0
2020,20028,4,0.0,honda,fwd,NaN,28555,0.0
2021,76809,4,0.0,subaru,4wd,NaN,31998,0.0
2017,90263,6,0.0,chrysler,fwd,NaN,18488,0.0
2009,79990,NaN,0.0,for,NaN,NaN,1000,0.0
2022,4580,6,0.0,acura,4wd,NaN,55955,0.0
2020,39887,8,0.0,toyota,4wd,NaN,46955,0.0
2020,60364,6,0.0,chevrolet,fwd,white,NaN,0.0
2021,16441,4,0.0,jeep,4wd,NaN,36988,0.0
2016,95941,NaN,1.0,toyota,4wd,silver,23888,0.0
2020,48375,4,0.0,nissan,4wd,NaN,23971,0.0
2021,12178,4,0.0,ford,4wd,NaN,40488,0.0
2021,21325,4,1.0,audi,4wd,NaN,37771,0.0
2021,27190,6,0.0,ford,4wd,NaN,47988,0.0
2017,76000,4,0.0,subaru,4wd,green,16500,0.0
2019,25293,8,0.0,jaguar,4wd,NaN,63991,0.0
2016,85995,4,0.0,honda,fwd,silver,16988,0.0
2021,55753,4,0.0,jeep,4wd,black,32520,0.0
2020,6059,8,0.0,dodge,rwd,NaN,53488,1.0
2021,32073,4,0.0,subaru,4wd,NaN,28971,0.0
2013,62957,4,0.0,audi,NaN,blue,15900,0.0
2019,27882,8,0.0,ram,4wd,NaN,51988,0.0
2015,94293,4,0.0,subaru,NaN,white,18995,0.0
2017,129794,8,0.0,ford,rwd,white,47888,0.0
2010,141560,6,0.0,dodge,4wd,white,34888,0.0
2018,41175,8,0.0,gmc,4wd,NaN,46951,0.0
1999,48072,8,0.0,dodge,4wd,white,24888,0.0
2017,132576,8,0.0,ford,4wd,black,45888,0.0
2006,125100,6,0.0,dodge,4wd,white,36888,0.0
2004,151100,6,0.0,dodge,4wd,silver,37888,0.0
2006,148030,6,0.0,dodge,4wd,red,35888,0.0
2015,106490,8,0.0,ford,4wd,silver,48999,0.0
2014,121300,4,0.0,NaN,rwd,custom,15911,0.0
2020,12000,NaN,0.0,honda,fwd,NaN,24500,0.0
2015,118560,8,0.0,ford,4wd,white,42888,0.0
2022,3525,6,0.0,ram,4wd,NaN,88955,0.0
2008,80000,NaN,1.0,nissan,NaN,NaN,4000,0.0
2012,95145,6,0.0,chevrolet,4wd,grey,8900,0.0
2016,88167,NaN,0.0,lexus,fwd,NaN,23997,0.0
2020,47944,4,0.0,audi,fwd,NaN,25988,0.0
2017,144851,4,0.0,NaN,NaN,NaN,39999,0.0
2014,125287,NaN,0.0,ram,4wd,black,18995,0.0
1999,129000,8,0.0,NaN,rwd,black,5500,0.0
2008,122000,NaN,0.0,bmw,NaN,NaN,8000,0.0
2019,17671,6,0.0,NaN,rwd,silver,606,0.0
2017,46172,NaN,1.0,ford,rwd,silver,NaN,1.0
2020,17641,4,0.0,nissan,fwd,blue,21988,0.0
2020,48052,4,0.0,ford,4wd,NaN,23455,0.0
1957,32249,8,0.0,NaN,rwd,NaN,52000,0.0
2018,122900,NaN,0.0,chrysler,rwd,red,NaN,0.0
2019,117257,NaN,0.0,chevrolet,rwd,NaN,30000,0.0
2020,13923,4,0.0,kia,fwd,grey,23000,0.0
2008,138816,4,0.0,subaru,4wd,brown,7900,0.0
2019,91003,NaN,0.0,toyota,fwd,NaN,27888,0.0
2018,38450,6,0.0,ram,4wd,NaN,59990,0.0
1990,138000,4,0.0,mazda,rwd,red,7900,1.0
2019,31296,8,0.0,chevrolet,4wd,NaN,39995,0.0
2007,148213,8,0.0,dodge,rwd,NaN,11995,0.0
2013,111592,8,0.0,chevrolet,4wd,NaN,22995,0.0
2018,79725,8,0.0,chevrolet,4wd,NaN,35995,0.0
2015,102882,8,0.0,chevrolet,4wd,silver,27995,0.0
2015,96035,6,0.0,chevrolet,rwd,yellow,17995,0.0
2016,86296,8,0.0,chevrolet,4wd,black,37995,0.0
2016,65250,8,0.0,chevrolet,rwd,red,34995,0.0
2004,59086,8,0.0,chevrolet,rwd,grey,14891,0.0
2013,90383,8,0.0,chevrolet,4wd,red,25995,0.0
2012,74246,8,0.0,chevrolet,4wd,white,25995,0.0
2021,26613,6,0.0,honda,fwd,grey,38888,0.0
2014,154300,4,0.0,subaru,4wd,blue,12750,0.0
2003,150150,6,0.0,NaN,fwd,white,2995,0.0
2017,79522,NaN,0.0,toyota,fwd,NaN,17999,0.0
2008,85850,6,0.0,audi,4wd,black,10250,0.0
2013,104601,NaN,1.0,toyota,fwd,NaN,16787,0.0
2021,16189,NaN,0.0,NaN,fwd,black,334,0.0
2017,40125,NaN,1.0,NaN,NaN,white,NaN,1.0
2018,99125,4,0.0,volkswagen,fwd,NaN,10995,0.0
2008,176352,NaN,0.0,toyota,NaN,NaN,11995,0.0
2009,134000,5,0.0,volkswagen,fwd,NaN,5995,0.0
2008,116068,6,0.0,lexus,fwd,red,8499,0.0
2006,105000,8,0.0,ford,NaN,NaN,9995,0.0
2013,148868,NaN,0.0,subaru,NaN,NaN,13499,0.0
2018,109634,6,0.0,ford,4wd,black,31988,0.0
2007,171000,6,0.0,toyota,fwd,white,11995,0.0
2012,119989,NaN,0.0,toyota,NaN,NaN,11995,0.0
2015,124088,8,0.0,ford,rwd,white,44900,0.0
2007,132000,6,0.0,honda,4wd,NaN,11995,0.0
2009,93000,4,0.0,toyota,NaN,NaN,9995,0.0
2018,31932,6,0.0,toyota,4wd,blue,NaN,0.0
2010,125498,NaN,1.0,toyota,NaN,NaN,10995,0.0
2016,85127,4,0.0,NaN,fwd,white,245,0.0
2008,2689,NaN,NaN,chevrolet,NaN,NaN,43988,NaN
2009,136000,6,0.0,honda,fwd,NaN,8995,0.0
2015,167876,8,0.0,ford,4wd,white,31000,0.0
2019,14092,8,0.0,ram,4wd,silver,44000,0.0
2013,124000,4,0.0,subaru,4wd,NaN,11495,0.0
2004,95825,6,0.0,ford,NaN,white,8995,0.0
2010,127822,4,0.0,subaru,4wd,blue,10788,0.0
2014,114740,4,0.0,subaru,4wd,NaN,13795,0.0
2006,106877,NaN,0.0,NaN,4wd,NaN,38800,0.0
1978,48500,8,0.0,NaN,fwd,black,20000,0.0
2020,60479,4,0.0,ford,rwd,black,NaN,0.0
2005,223000,6,0.0,toyota,fwd,silver,3500,0.0
2017,46193,NaN,0.0,NaN,fwd,NaN,232,0.0
2017,108951,NaN,0.0,kia,4wd,white,14888,0.0
2014,91138,NaN,0.0,NaN,4wd,NaN,39900,0.0
2016,94946,4,0.0,subaru,4wd,silver,15000,0.0
2014,126268,4,0.0,honda,fwd,black,10500,0.0
2020,58846,6,0.0,chevrolet,rwd,red,21959,0.0
2005,93500,10,0.0,ram,rwd,silver,28900,0.0
2014,110000,4,0.0,kia,fwd,white,1740,0.0
2016,104026,NaN,0.0,toyota,fwd,white,15999,0.0
2017,83289,NaN,1.0,NaN,fwd,NaN,372,0.0
2010,100000,8,0.0,bmw,rwd,black,17000,0.0
2016,44913,NaN,0.0,ford,fwd,NaN,15988,0.0
2007,118234,4,0.0,honda,4wd,custom,19995,0.0
2010,165627,6,0.0,toyota,NaN,black,14995,0.0
2008,73283,6,0.0,honda,4wd,blue,19995,0.0
2005,193824,8,0.0,cadillac,NaN,custom,11995,0.0
2011,115505,6,0.0,bmw,NaN,white,14995,0.0
1998,200950,8,0.0,toyota,4wd,custom,22995,0.0
2018,50688,6,0.0,toyota,4wd,blue,46995,1.0
2016,76782,6,0.0,toyota,4wd,white,33995,0.0
2015,103690,8,1.0,cadillac,4wd,custom,33995,0.0
2014,44890,8,0.0,toyota,4wd,custom,42995,0.0
2015,102995,8,1.0,cadillac,4wd,custom,33995,0.0
2004,170492,8,0.0,gmc,4wd,red,27995,0.0
2016,200576,6,0.0,toyota,4wd,blue,26995,0.0
2014,91148,8,0.0,toyota,4wd,silver,35995,0.0
2014,103064,8,1.0,toyota,4wd,custom,29995,0.0
2019,43706,6,0.0,volkswagen,NaN,black,29995,0.0
2015,92024,6,0.0,bmw,NaN,NaN,22995,0.0
2017,52377,6,0.0,cadillac,NaN,custom,34995,0.0
2017,101360,8,0.0,ford,4wd,custom,52995,0.0
2013,172173,NaN,0.0,ford,NaN,NaN,7500,0.0
2020,8468,4,0.0,NaN,rwd,black,69995,0.0
2014,107808,8,0.0,lexus,4wd,white,29995,0.0
2022,6620,6,0.0,toyota,4wd,green,52995,0.0
2010,113472,6,0.0,acura,NaN,black,15995,0.0
2019,23782,6,0.0,toyota,4wd,custom,44995,1.0
2019,22214,6,1.0,ram,4wd,orange,31995,0.0
2017,104098,6,0.0,ford,4wd,blue,51995,0.0
2014,55269,6,0.0,jeep,4wd,red,28500,0.0
2015,146430,6,0.0,ford,4wd,white,23995,0.0
2005,188368,8,0.0,toyota,4wd,custom,18995,0.0
2016,149843,NaN,1.0,ram,4wd,silver,18995,0.0
2012,96931,6,0.0,NaN,NaN,NaN,16995,0.0
2015,79894,6,0.0,toyota,4wd,white,33995,0.0
2019,22907,3,0.0,NaN,fwd,NaN,318,0.0
2006,237000,NaN,0.0,toyota,NaN,green,2399,0.0
2012,93953,6,0.0,NaN,NaN,NaN,12999,0.0
2015,100687,NaN,0.0,NaN,fwd,black,149,0.0
2020,30545,6,0.0,acura,4wd,NaN,39463,0.0
2019,26737,NaN,1.0,NaN,rwd,white,NaN,0.0
2004,69100,NaN,0.0,chevrolet,NaN,black,19889,1.0
1984,263638,NaN,0.0,toyota,NaN,NaN,3000,1.0
2019,47733,6,0.0,NaN,NaN,silver,28590,0.0
2009,224000,NaN,0.0,toyota,NaN,red,6000,0.0
2014,69365,6,0.0,ford,4wd,NaN,26999,0.0
2012,83071,NaN,0.0,volkswagen,NaN,black,NaN,1.0
2013,123000,4,0.0,ford,NaN,NaN,8000,0.0
2015,96196,8,0.0,jeep,4wd,silver,39495,0.0
2015,79098,6,0.0,ford,4wd,NaN,32695,0.0
2013,142913,8,1.0,NaN,NaN,white,20999,0.0
2017,154744,8,0.0,NaN,4wd,white,41995,0.0
2009,93860,8,0.0,dodge,rwd,red,17500,0.0
2007,101712,NaN,0.0,ford,fwd,white,16777,0.0
2015,99633,4,0.0,NaN,fwd,blue,14490,0.0
2009,97870,8,0.0,NaN,rwd,white,NaN,0.0
2015,98000,6,0.0,ford,4wd,white,19000,0.0
2010,91139,8,0.0,dodge,rwd,red,6000,1.0
2015,114136,8,0.0,ford,rwd,white,24900,0.0
2004,77095,6,0.0,chrysler,NaN,NaN,9999,0.0
2020,36000,NaN,0.0,toyota,NaN,NaN,32500,0.0
2002,257204,8,0.0,ford,4wd,brown,16999,0.0
2015,153973,6,0.0,chrysler,fwd,NaN,11999,0.0
2006,175000,6,0.0,acura,fwd,silver,3500,0.0
2016,81050,4,0.0,NaN,fwd,blue,18994,0.0
2017,25870,4,0.0,alfa,rwd,brown,14000,0.0
2019,32945,4,0.0,NaN,fwd,NaN,36987,0.0
2017,75742,6,0.0,nissan,4wd,NaN,23999,0.0
2021,28003,4,0.0,NaN,rwd,white,27944,0.0
