year,odometer,cylinders,fuel,manufacture,drive,paint,price,transmission
2013.0,87376.0,,0.0,ford,4wd,white,89900.0,0.0
2015.0,101650.0,,0.0,nissan,rwd,white,16900.0,0.0
2013.0,116500.0,,0.0,nissan,,,7799.0,0.0
2021.0,8300.0,,0.0,ford,,,7500.0,0.0
2009.0,755000.0,,0.0,,,black,17000.0,1.0
2013.0,113000.0,,0.0,mini,,,1300.0,0.0
2004.0,138500.0,,0.0,toyota,,,3799.0,0.0
2018.0,35.0,,0.0,toyota,,silver,5500.0,0.0
2017.0,119474.0,,0.0,ford,,custom,,0.0
2020.0,18000.0,,0.0,hyundai,,,1800.0,0.0
1991.0,159000.0,,0.0,,,,18750.0,0.0
2020.0,45885.0,,0.0,volkswagen,,white,19888.0,0.0
2020.0,60976.0,,1.0,dodge,,grey,,0.0
2001.0,167885.0,8.0,0.0,,rwd,white,3800.0,0.0
1973.0,3997.0,,1.0,bmw,,,14750.0,0.0
2013.0,63102.0,8.0,1.0,,rwd,white,42000.0,0.0
2014.0,92360.0,,0.0,infiniti,fwd,,14990.0,0.0
2014.0,0.0,4.0,0.0,bmw,4wd,,,0.0
2013.0,89842.0,4.0,0.0,nissan,rwd,blue,9500.0,0.0
2020.0,18731.0,,0.0,jeep,4wd,red,43995.0,0.0
2020.0,29000.0,,0.0,jeep,,,16000.0,0.0
2019.0,43705.0,,0.0,mazda,fwd,,,0.0
1987.0,41125.0,,0.0,,,,38750.0,0.0
2015.0,114000.0,4.0,1.0,toyota,fwd,,206.0,0.0
2006.0,77000.0,6.0,0.0,jaguar,fwd,,5800.0,0.0
2017.0,59000.0,,0.0,toyota,,,24500.0,0.0
2017.0,26430.0,,0.0,chevrolet,4wd,,49995.0,0.0
2016.0,56870.0,,0.0,toyota,,,12500.0,0.0
2018.0,47000.0,,0.0,hyundai,,,1800.0,0.0
2021.0,272.0,,1.0,,,black,,0.0
2014.0,100470.0,,0.0,ram,,grey,,0.0
2019.0,45000.0,,0.0,ford,4wd,silver,35800.0,0.0
2016.0,40000.0,,0.0,toyota,4wd,,21500.0,0.0
2011.0,32000.0,,0.0,,4wd,white,37700.0,0.0
1999.0,79889.0,,0.0,,,,16750.0,0.0
2008.0,39000.0,,0.0,bmw,,,12500.0,0.0
2013.0,723484.0,,0.0,,,,39900.0,1.0
1988.0,95177.0,,0.0,,,,28750.0,0.0
2015.0,139083.0,8.0,0.0,dodge,rwd,brown,15995.0,0.0
2014.0,143926.0,4.0,0.0,mercedes,rwd,red,8995.0,0.0
2013.0,107000.0,6.0,0.0,jeep,4wd,white,28995.0,0.0
1963.0,28749.0,,0.0,,rwd,custom,14995.0,0.0
2019.0,104641.0,,0.0,dodge,,silver,,0.0
2021.0,26800.0,,1.0,tesla,rwd,black,38900.0,0.0
1997.0,121511.0,,0.0,,,,12750.0,0.0
2006.0,150000.0,,0.0,honda,,,4500.0,0.0
2016.0,112023.0,,1.0,bmw,rwd,,,0.0
2014.0,106203.0,6.0,0.0,honda,fwd,white,16995.0,0.0
2007.0,112350.0,4.0,0.0,honda,fwd,red,7995.0,0.0
2011.0,200000.0,,0.0,ford,,,7950.0,0.0
2013.0,70000.0,8.0,0.0,,,,33000.0,0.0
2015.0,39000.0,4.0,0.0,toyota,fwd,silver,20900.0,0.0
2020.0,91365.0,8.0,0.0,chevrolet,,,31950.0,0.0
1987.0,92000.0,,0.0,nissan,,,17250.0,0.0
2019.0,29075.0,,0.0,bmw,,,44995.0,0.0
2009.0,184242.0,,0.0,infiniti,,custom,,0.0
2017.0,108054.0,,0.0,dodge,rwd,red,,0.0
2014.0,160000.0,,0.0,,,,500.0,0.0
2007.0,179000.0,4.0,0.0,toyota,rwd,blue,9900.0,0.0
2012.0,37000.0,6.0,0.0,nissan,,,69000.0,0.0
2010.0,85000.0,6.0,0.0,,4wd,white,11900.0,0.0
1988.0,74900.0,,0.0,,,,26650.0,0.0
2002.0,114354.0,6.0,0.0,dodge,fwd,silver,4995.0,0.0
2017.0,98500.0,4.0,0.0,kia,fwd,silver,8997.0,0.0
2016.0,62000.0,8.0,0.0,,,,48000.0,0.0
1993.0,377479.0,,0.0,gmc,rwd,blue,6995.0,0.0
2013.0,132387.0,8.0,1.0,ford,4wd,blue,13995.0,0.0
1968.0,0.0,,0.0,dodge,rwd,grey,37995.0,0.0
2017.0,131075.0,4.0,1.0,chevrolet,fwd,black,15995.0,0.0
2007.0,159715.0,8.0,1.0,,rwd,black,10995.0,0.0
2014.0,82292.0,4.0,0.0,chevrolet,fwd,silver,10995.0,0.0
2018.0,100857.0,,0.0,kia,,custom,,0.0
2019.0,35350.0,6.0,0.0,toyota,rwd,red,26495.0,0.0
2016.0,52000.0,,0.0,nissan,,,8150.0,0.0
1970.0,86421.0,,1.0,mercedes,,,82750.0,0.0
2002.0,220000.0,8.0,0.0,,rwd,black,9800.0,0.0
2011.0,99000.0,,0.0,,,green,5300.0,0.0
1968.0,40133.0,,1.0,ford,,,42750.0,0.0
2015.0,70566.0,,0.0,ford,,white,,0.0
1965.0,78663.0,,1.0,ford,,,29500.0,0.0
2007.0,110000.0,,0.0,,,,1700.0,0.0
1999.0,85429.0,8.0,0.0,lexus,rwd,white,10000.0,0.0
2005.0,188830.0,4.0,0.0,honda,4wd,black,8500.0,0.0
1988.0,105000.0,,0.0,,,,19750.0,0.0
2006.0,186947.0,,0.0,chevrolet,fwd,blue,5498.0,0.0
2014.0,0.0,4.0,0.0,honda,,,355.0,0.0
2018.0,94343.0,4.0,0.0,hyundai,,,399.0,0.0
2008.0,39300.0,,0.0,aston,,,52750.0,1.0
2017.0,101855.0,,1.0,chevrolet,,grey,,0.0
2018.0,45587.0,,1.0,tesla,,black,47995.0,0.0
2001.0,175000.0,8.0,0.0,chevrolet,,red,6500.0,0.0
1978.0,76100.0,,1.0,volkswagen,,,16750.0,0.0
2015.0,90093.0,6.0,0.0,,rwd,white,18995.0,0.0
2011.0,148000.0,,0.0,cadillac,,,15800.0,0.0
2010.0,133000.0,6.0,0.0,mercedes,,,5300.0,0.0
2009.0,83791.0,,0.0,,,,7750.0,0.0
1966.0,82000.0,,0.0,ford,rwd,red,14999.0,0.0
2015.0,88969.0,4.0,0.0,kia,,,375.0,0.0
2013.0,71923.0,4.0,0.0,nissan,,,395.0,0.0
2015.0,81509.0,6.0,0.0,chrysler,,,399.0,0.0
2020.0,113805.0,4.0,0.0,kia,,,294.0,0.0
2016.0,60025.0,4.0,0.0,dodge,,,399.0,0.0
2019.0,85411.0,4.0,0.0,nissan,,,459.0,0.0
2018.0,114740.0,4.0,0.0,gmc,,,459.0,0.0
2017.0,108583.0,6.0,0.0,ford,,,495.0,0.0
2019.0,81693.0,6.0,0.0,nissan,4wd,,495.0,0.0
2004.0,25908.0,,0.0,,,,22750.0,0.0
2013.0,41812.0,8.0,1.0,,rwd,white,3995.0,0.0
2015.0,81509.0,6.0,0.0,chrysler,,,399.0,0.0
2015.0,105631.0,4.0,0.0,nissan,,,395.0,0.0
2006.0,129055.0,,0.0,ford,rwd,blue,4795.0,0.0
2008.0,71626.0,6.0,0.0,hyundai,,,355.0,0.0
2014.0,0.0,4.0,0.0,honda,,,355.0,0.0
2013.0,76559.0,4.0,0.0,cadillac,fwd,,14998.0,0.0
2015.0,80893.0,4.0,0.0,honda,,,,0.0
2015.0,80893.0,4.0,0.0,honda,,,,0.0
2015.0,164561.0,4.0,0.0,nissan,rwd,white,2875.0,0.0
1970.0,73000.0,,1.0,mercedes,,,68750.0,0.0
2016.0,91816.0,6.0,0.0,bmw,rwd,black,26998.0,0.0
1986.0,79360.0,,0.0,,,,29750.0,0.0
2012.0,0.0,6.0,0.0,,,,,0.0
2007.0,132000.0,4.0,0.0,toyota,fwd,black,4850.0,0.0
1981.0,83000.0,,0.0,,,,47500.0,1.0
2017.0,11420.0,4.0,0.0,,rwd,black,19999.0,1.0
2019.0,48804.0,,0.0,toyota,,white,21998.0,0.0
2014.0,104900.0,,1.0,cadillac,,,,0.0
2014.0,23210.0,4.0,0.0,bmw,fwd,blue,24000.0,0.0
1988.0,164535.0,,0.0,,,,9750.0,0.0
2014.0,100133.0,,0.0,jeep,4wd,red,25995.0,0.0
2015.0,83989.0,,0.0,mini,,white,,0.0
2016.0,41205.0,,0.0,dodge,rwd,,,0.0
1969.0,64900.0,,1.0,alfa,,,48750.0,0.0
2013.0,38099.0,,0.0,ford,,white,,0.0
1999.0,150000.0,4.0,0.0,,fwd,silver,2850.0,0.0
2020.0,11283.0,,0.0,mitsubishi,,,59888.0,0.0
2003.0,87320.0,,0.0,,,blue,23996.0,0.0
2001.0,130000.0,,0.0,toyota,,,6950.0,0.0
2018.0,62399.0,,0.0,mazda,,,,0.0
2019.0,46958.0,,0.0,mitsubishi,,,69995.0,0.0
2018.0,71169.0,,0.0,ford,rwd,,52722.0,0.0
1985.0,42750.0,,0.0,,,,23750.0,0.0
2019.0,25959.0,,1.0,ford,,white,,0.0
2019.0,27332.0,,0.0,ford,rwd,white,,0.0
2013.0,173173.0,,0.0,nissan,4wd,,,0.0
2020.0,55370.0,,0.0,ford,rwd,,44695.0,0.0
2017.0,30502.0,,0.0,,,,57995.0,0.0
2017.0,44151.0,,0.0,ford,rwd,,45244.0,0.0
1962.0,103800.0,8.0,0.0,,rwd,white,69950.0,0.0
2007.0,114000.0,,0.0,honda,,,7900.0,1.0
1959.0,46499.0,,0.0,ford,,grey,9980.0,0.0
2019.0,35301.0,,1.0,chevrolet,fwd,,26755.0,0.0
1987.0,73000.0,,0.0,chevrolet,,,38750.0,0.0
2014.0,112000.0,8.0,0.0,toyota,rwd,,22900.0,0.0
2009.0,86000.0,8.0,0.0,,,grey,11900.0,0.0
2020.0,43228.0,,0.0,gmc,rwd,,39488.0,0.0
2015.0,80300.0,,1.0,dodge,,grey,,0.0
2013.0,89539.0,,0.0,ford,fwd,,24133.0,0.0
1954.0,46000.0,,1.0,mg,,,23750.0,0.0
1986.0,147600.0,,0.0,,,,16750.0,0.0
2002.0,145000.0,,0.0,mercedes,,,6300.0,0.0
2013.0,107001.0,4.0,0.0,mazda,fwd,blue,11491.0,0.0
2002.0,174381.0,8.0,0.0,chevrolet,,white,4890.0,0.0
1985.0,64200.0,,1.0,mercedes,,,27500.0,0.0
1948.0,23449.0,8.0,0.0,chevrolet,rwd,red,29500.0,0.0
2007.0,99156.0,4.0,0.0,toyota,fwd,grey,9995.0,0.0
2013.0,135571.0,4.0,0.0,subaru,4wd,black,14995.0,0.0
2005.0,67952.0,4.0,0.0,mini,fwd,silver,7995.0,1.0
1978.0,75000.0,,0.0,chevrolet,,,34900.0,0.0
1998.0,184743.0,8.0,0.0,lexus,4wd,custom,10995.0,0.0
2014.0,83153.0,4.0,0.0,kia,fwd,white,9988.0,0.0
2016.0,60382.0,6.0,0.0,jeep,4wd,white,37995.0,0.0
2008.0,119961.0,6.0,0.0,jeep,4wd,yellow,15995.0,0.0
2018.0,83980.0,6.0,0.0,jeep,4wd,silver,29995.0,0.0
2008.0,155876.0,6.0,0.0,jeep,4wd,green,12995.0,0.0
2003.0,143342.0,6.0,0.0,jeep,4wd,blue,13988.0,1.0
2017.0,57309.0,4.0,0.0,hyundai,fwd,white,13995.0,0.0
2010.0,65328.0,6.0,0.0,bmw,rwd,black,12995.0,0.0
2008.0,69808.0,6.0,0.0,bmw,rwd,red,11995.0,0.0
2016.0,57000.0,6.0,0.0,jeep,4wd,grey,34000.0,0.0
2017.0,93825.0,,0.0,dodge,,brown,,0.0
2009.0,184242.0,,0.0,infiniti,,custom,,0.0
1990.0,100100.0,,0.0,,,,26750.0,0.0
2015.0,70000.0,4.0,0.0,kia,fwd,black,7000.0,0.0
1972.0,59464.0,,1.0,bmw,,,29750.0,1.0
1986.0,47828.0,,0.0,,,,44750.0,0.0
2016.0,137375.0,,0.0,honda,fwd,grey,,0.0
1988.0,0.0,,0.0,volkswagen,,,49500.0,0.0
2014.0,70700.0,4.0,0.0,,fwd,blue,7500.0,0.0
1969.0,79000.0,,0.0,cadillac,,,32500.0,0.0
2014.0,80331.0,4.0,0.0,ford,,,2488.0,0.0
2020.0,29424.0,,0.0,hyundai,fwd,black,20990.0,0.0
1972.0,39555.0,,1.0,bmw,,,27950.0,1.0
2003.0,125364.0,6.0,0.0,bmw,4wd,grey,5995.0,0.0
2003.0,106500.0,8.0,0.0,cadillac,rwd,white,9999.0,0.0
2021.0,10153.0,,0.0,ram,4wd,black,,0.0
2016.0,99285.0,,0.0,ford,fwd,,,0.0
2010.0,204535.0,4.0,1.0,toyota,fwd,white,8000.0,0.0
2017.0,79362.0,,0.0,chevrolet,,grey,,0.0
2017.0,96350.0,,0.0,nissan,,blue,,0.0
2021.0,61073.0,8.0,0.0,chevrolet,4wd,,63877.0,0.0
2013.0,130000.0,,0.0,cadillac,,,12000.0,0.0
2011.0,168000.0,8.0,0.0,nissan,rwd,black,7995.0,0.0
1969.0,20132.0,,1.0,chevrolet,,,49500.0,1.0
2017.0,119474.0,,0.0,ford,,custom,,0.0
2009.0,122200.0,8.0,0.0,rover,4wd,white,12980.0,0.0
2017.0,78571.0,,0.0,ford,fwd,grey,18495.0,1.0
2011.0,90000.0,8.0,0.0,,4wd,white,5000.0,0.0
2011.0,90000.0,8.0,0.0,,4wd,white,5000.0,0.0
2017.0,111186.0,,0.0,kia,,white,,0.0
2017.0,24000.0,4.0,0.0,toyota,fwd,blue,24500.0,0.0
2006.0,133000.0,,0.0,honda,,silver,7200.0,0.0
2021.0,33992.0,,1.0,toyota,,,28888.0,0.0
2013.0,81469.0,,0.0,jeep,4wd,,20995.0,0.0
2017.0,72466.0,4.0,1.0,ford,fwd,silver,13995.0,0.0
2018.0,66836.0,4.0,0.0,chevrolet,fwd,custom,11999.0,0.0
2013.0,38099.0,,0.0,ford,,white,,0.0
2017.0,59369.0,8.0,0.0,dodge,rwd,,464.0,0.0
2019.0,94795.0,,0.0,dodge,fwd,,,0.0
2016.0,34753.0,,0.0,,,black,61995.0,1.0
2013.0,111758.0,4.0,0.0,ford,,,7700.0,0.0
2003.0,108363.0,,0.0,nissan,,,,0.0
1980.0,55555.0,8.0,0.0,mercedes,rwd,silver,14500.0,0.0
2019.0,42438.0,,1.0,ford,,,,0.0
2017.0,82881.0,,0.0,mazda,fwd,,,0.0
1978.0,144720.0,8.0,0.0,mercedes,rwd,silver,18000.0,0.0
2009.0,81578.0,4.0,0.0,toyota,fwd,grey,9500.0,0.0
2006.0,120000.0,4.0,0.0,toyota,fwd,silver,7400.0,0.0
2022.0,7000.0,,1.0,tesla,,,55000.0,0.0
2022.0,500.0,,1.0,tesla,,,117000.0,0.0
2011.0,71000.0,4.0,0.0,mini,fwd,orange,6200.0,0.0
2022.0,500.0,,1.0,tesla,,,117000.0,0.0
2007.0,140000.0,4.0,0.0,honda,4wd,black,9800.0,0.0
2009.0,150.0,4.0,0.0,subaru,4wd,silver,8800.0,1.0
2004.0,130.0,6.0,0.0,lexus,fwd,custom,6800.0,0.0
2011.0,129000.0,4.0,0.0,mazda,fwd,grey,8800.0,1.0
1970.0,20597.0,,0.0,dodge,,,25000.0,0.0
2011.0,42000.0,,0.0,,,,189.0,0.0
2011.0,42000.0,,0.0,,,,189.0,0.0
2011.0,42000.0,,0.0,,,,189.0,0.0
2015.0,99430.0,,1.0,hyundai,fwd,blue,,0.0
2016.0,0.0,4.0,0.0,jeep,,,1988.0,0.0
2013.0,120777.0,,0.0,hyundai,,white,,0.0
2019.0,31259.0,4.0,0.0,,rwd,,434.0,0.0
2003.0,209000.0,8.0,0.0,cadillac,4wd,black,6750.0,0.0
1966.0,10000.0,8.0,0.0,ford,rwd,white,10000.0,1.0
2006.0,132300.0,8.0,0.0,chrysler,rwd,blue,8995.0,0.0
2015.0,91450.0,6.0,0.0,lexus,rwd,silver,19995.0,0.0
2019.0,29116.0,4.0,1.0,volvo,4wd,white,42500.0,0.0
2010.0,117000.0,6.0,0.0,lexus,rwd,black,15500.0,0.0
2011.0,116300.0,5.0,0.0,volvo,fwd,white,5900.0,0.0
2017.0,101855.0,,1.0,chevrolet,,grey,,0.0
2015.0,225677.0,6.0,0.0,honda,4wd,white,10500.0,0.0
2021.0,55098.0,,0.0,ram,4wd,white,59995.0,0.0
2016.0,106557.0,,1.0,,fwd,,12288.0,0.0
2012.0,109249.0,,0.0,mini,,,7500.0,0.0
2015.0,94000.0,6.0,0.0,,,red,17427.0,0.0
2014.0,61196.0,,1.0,,rwd,,23988.0,0.0
2013.0,134109.0,,0.0,mazda,fwd,,10875.0,0.0
2017.0,115746.0,,0.0,hyundai,rwd,grey,,0.0
2006.0,120166.0,,0.0,,rwd,black,7875.0,0.0
2018.0,10600.0,,0.0,mercedes,,,32000.0,0.0
2017.0,,,0.0,mitsubishi,,silver,11875.0,1.0
2018.0,89127.0,,1.0,,rwd,,34988.0,0.0
2017.0,119196.0,,0.0,nissan,fwd,,12875.0,1.0
2015.0,,,0.0,nissan,4wd,,14785.0,0.0
2004.0,139000.0,4.0,0.0,dodge,fwd,black,4500.0,0.0
2013.0,134240.0,,0.0,chevrolet,4wd,,13998.0,0.0
2005.0,,,0.0,toyota,rwd,,9875.0,0.0
2009.0,184242.0,,0.0,infiniti,,custom,,0.0
2017.0,119474.0,,0.0,ford,,custom,,0.0
2019.0,42873.0,,1.0,,4wd,,25788.0,0.0
2015.0,68176.0,,0.0,honda,,,,0.0
2012.0,99895.0,6.0,0.0,lexus,fwd,white,17400.0,0.0
2021.0,14000.0,4.0,1.0,toyota,fwd,white,34800.0,0.0
2015.0,87751.0,4.0,0.0,,,white,21995.0,0.0
2012.0,70000.0,4.0,0.0,vw,fwd,black,10800.0,0.0
2011.0,1.0,5.0,0.0,volvo,fwd,white,9800.0,0.0
2010.0,129000.0,4.0,0.0,toyota,fwd,grey,6800.0,0.0
2008.0,130000.0,4.0,0.0,subaru,4wd,silver,7400.0,1.0
2021.0,47741.0,,0.0,toyota,,silver,38246.0,0.0
2012.0,120000.0,4.0,0.0,honda,fwd,grey,9800.0,0.0
2012.0,55000.0,4.0,0.0,mazda,fwd,white,9900.0,1.0
2005.0,110000.0,6.0,0.0,lexus,fwd,blue,7800.0,0.0
2006.0,264000.0,,0.0,,,,11900.0,0.0
2019.0,95868.0,4.0,0.0,,4wd,white,19588.0,0.0
2015.0,99531.0,,0.0,jeep,4wd,grey,19995.0,0.0
2012.0,109000.0,4.0,0.0,ford,,,7600.0,0.0
2014.0,150000.0,4.0,0.0,hyundai,fwd,silver,6000.0,0.0
2014.0,60190.0,,0.0,jeep,,,,0.0
2016.0,0.0,4.0,0.0,jeep,,,,0.0
2020.0,57127.0,,1.0,,fwd,,22388.0,0.0
2018.0,60945.0,,0.0,chevrolet,rwd,grey,,0.0
2016.0,40400.0,,1.0,,fwd,grey,13500.0,0.0
2012.0,101256.0,8.0,0.0,bmw,rwd,grey,11500.0,0.0
2014.0,104082.0,,1.0,ford,fwd,grey,,0.0
2017.0,75940.0,,0.0,,,blue,24550.0,0.0
2013.0,48981.0,,0.0,bmw,,black,18500.0,0.0
2018.0,32826.0,,0.0,mazda,fwd,blue,,0.0
2017.0,84097.0,,1.0,,4wd,,37288.0,0.0
2011.0,68270.0,4.0,0.0,mini,fwd,blue,8200.0,1.0
2022.0,152.0,,0.0,ram,4wd,white,,0.0
2017.0,136320.0,,0.0,jeep,,,,0.0
2021.0,13574.0,,1.0,ford,,,,0.0
2014.0,111697.0,,0.0,mazda,fwd,red,,0.0
2013.0,150000.0,4.0,0.0,toyota,fwd,silver,10800.0,0.0
2010.0,119813.0,4.0,0.0,,fwd,grey,9995.0,0.0
4.0,112893.0,4.0,0.0,,rwd,black,22995.0,0.0
1985.0,47769.0,,1.0,chevrolet,,,37500.0,0.0
2007.0,92000.0,4.0,0.0,buick,fwd,black,5500.0,0.0
2018.0,60518.0,8.0,0.0,ford,,white,29995.0,0.0
2016.0,74000.0,4.0,0.0,lexus,4wd,silver,24000.0,0.0
2006.0,140000.0,,0.0,,,,13900.0,0.0
2001.0,81000.0,,0.0,dodge,,,7500.0,0.0
2019.0,71770.0,,1.0,,fwd,,22188.0,0.0
2019.0,34021.0,4.0,0.0,bmw,rwd,,386.0,0.0
2007.0,141332.0,8.0,0.0,gmc,rwd,white,12995.0,0.0
2012.0,219602.0,8.0,1.0,chevrolet,rwd,white,24995.0,0.0
2019.0,105977.0,8.0,0.0,ford,4wd,white,54995.0,0.0
2017.0,211447.0,8.0,1.0,,4wd,white,37995.0,0.0
2019.0,4803.0,8.0,0.0,chevrolet,rwd,white,74995.0,0.0
2014.0,76144.0,8.0,1.0,ford,rwd,white,34995.0,0.0
2015.0,128781.0,8.0,1.0,ford,rwd,white,29995.0,0.0
2016.0,88605.0,6.0,0.0,ford,rwd,white,64995.0,0.0
2014.0,41036.0,6.0,0.0,,rwd,green,64995.0,0.0
2017.0,175626.0,8.0,0.0,ford,rwd,white,69995.0,0.0
2021.0,37889.0,6.0,0.0,,fwd,white,49995.0,0.0
2018.0,94847.0,4.0,0.0,,fwd,white,21995.0,0.0
2020.0,18989.0,4.0,0.0,subaru,4wd,grey,31933.0,0.0
2004.0,109610.0,8.0,0.0,ford,rwd,white,11995.0,0.0
2009.0,140975.0,4.0,0.0,honda,fwd,blue,10995.0,0.0
2014.0,139000.0,4.0,0.0,chevrolet,fwd,black,14995.0,0.0
1986.0,206938.0,6.0,0.0,bmw,fwd,white,7999.0,1.0
2009.0,128000.0,4.0,0.0,lincoln,fwd,blue,13500.0,0.0
2010.0,84001.0,6.0,0.0,lexus,fwd,silver,13200.0,0.0
1995.0,119000.0,,0.0,mitsubishi,4wd,blue,16900.0,0.0
2005.0,179800.0,,0.0,honda,,,2350.0,0.0
2006.0,109000.0,5.0,0.0,vw,,,5000.0,0.0
2005.0,130000.0,,0.0,bmw,,,4650.0,0.0
2019.0,105440.0,,0.0,chrysler,,,,0.0
2018.0,27573.0,,0.0,chevrolet,fwd,white,20995.0,0.0
2014.0,79064.0,8.0,0.0,,4wd,,287.0,0.0
2007.0,172000.0,6.0,0.0,toyota,,black,18995.0,0.0
2020.0,68269.0,,1.0,chevrolet,4wd,blue,,0.0
2018.0,105227.0,,0.0,ford,,white,28900.0,0.0
2013.0,38099.0,,0.0,ford,,white,,0.0
2017.0,101855.0,,1.0,chevrolet,,grey,,0.0
2014.0,17000.0,4.0,0.0,kia,fwd,white,8950.0,0.0
1974.0,100000.0,4.0,0.0,vw,fwd,yellow,4400.0,1.0
2014.0,82000.0,4.0,0.0,,fwd,silver,14950.0,0.0
2020.0,42690.0,,0.0,ford,4wd,black,,0.0
2013.0,85200.0,6.0,0.0,lexus,fwd,brown,16000.0,0.0
2014.0,127000.0,4.0,0.0,subaru,fwd,black,13900.0,0.0
2016.0,77000.0,6.0,0.0,,rwd,silver,69900.0,0.0
2015.0,68161.0,,0.0,bmw,rwd,custom,,0.0
2014.0,127000.0,4.0,0.0,hyundai,fwd,brown,8500.0,0.0
2015.0,119319.0,6.0,0.0,infiniti,rwd,black,17999.0,0.0
2003.0,120000.0,,0.0,jeep,,,12900.0,0.0
2010.0,126000.0,6.0,0.0,toyota,fwd,grey,10900.0,0.0
2017.0,136000.0,4.0,0.0,toyota,fwd,grey,15900.0,0.0
2016.0,118000.0,4.0,0.0,nissan,fwd,red,15991.0,0.0
2020.0,58683.0,,1.0,dodge,rwd,,,0.0
2008.0,146600.0,4.0,0.0,honda,fwd,white,6900.0,0.0
1977.0,54501.0,4.0,0.0,honda,fwd,yellow,15000.0,0.0
2004.0,160.0,8.0,0.0,,rwd,grey,9999.0,0.0
2015.0,68161.0,,0.0,bmw,rwd,custom,,0.0
2014.0,97996.0,,0.0,chevrolet,4wd,white,,0.0
2020.0,37762.0,4.0,0.0,audi,fwd,,367.0,0.0
1998.0,103403.0,,0.0,,4wd,white,19900.0,0.0
2019.0,66484.0,4.0,0.0,subaru,4wd,white,26933.0,0.0
2018.0,0.0,3.0,0.0,ford,,,,0.0
2014.0,53071.0,,0.0,chevrolet,rwd,blue,,1.0
2017.0,101223.0,,0.0,toyota,,white,,0.0
2019.0,65006.0,,0.0,toyota,,custom,,0.0
2020.0,37164.0,,0.0,ram,4wd,white,,0.0
2013.0,159900.0,8.0,0.0,chevrolet,4wd,white,19495.0,0.0
2020.0,19202.0,6.0,0.0,,rwd,blue,20495.0,0.0
2006.0,147110.0,,0.0,nissan,fwd,,,0.0
2013.0,86509.0,4.0,0.0,honda,fwd,black,12500.0,0.0
2021.0,25981.0,,0.0,toyota,,white,35288.0,0.0
2013.0,86450.0,4.0,0.0,hyundai,fwd,red,10799.0,0.0
2013.0,86450.0,4.0,0.0,hyundai,fwd,red,10799.0,0.0
2013.0,113900.0,4.0,0.0,ford,,blue,9999.0,0.0
2013.0,113900.0,4.0,0.0,ford,,blue,9999.0,0.0
1990.0,94680.0,6.0,0.0,toyota,rwd,white,6999.0,0.0
2011.0,100051.0,,0.0,bmw,,,,0.0
2020.0,42953.0,,0.0,mini,,,,0.0
2019.0,99913.0,,0.0,hyundai,,grey,,0.0
2018.0,47417.0,,0.0,hyundai,,orange,,0.0
2016.0,56977.0,,0.0,nissan,,silver,,0.0
2014.0,112743.0,,0.0,jeep,4wd,custom,18995.0,0.0
2015.0,93022.0,4.0,0.0,nissan,fwd,black,9790.0,0.0
2015.0,93022.0,4.0,0.0,nissan,fwd,black,9790.0,0.0
2018.0,32434.0,4.0,0.0,alfa,4wd,,420.0,0.0
2003.0,150000.0,8.0,0.0,,rwd,silver,8500.0,0.0
2012.0,0.0,4.0,0.0,kia,,,10999.0,1.0
2016.0,103416.0,4.0,0.0,infiniti,rwd,,227.0,0.0
2021.0,21084.0,,1.0,ford,,green,,0.0
2008.0,115000.0,6.0,0.0,nissan,,,4900.0,0.0
1980.0,140000.0,,0.0,,,,4000.0,0.0
2014.0,44612.0,6.0,0.0,maserati,4wd,purple,26999.0,0.0
2016.0,56745.0,6.0,0.0,,4wd,silver,43963.0,0.0
2021.0,40513.0,4.0,0.0,subaru,4wd,white,37933.0,0.0
1965.0,120000.0,8.0,0.0,,rwd,brown,4800.0,0.0
2006.0,149000.0,6.0,0.0,dodge,,blue,2250.0,0.0
1996.0,300000.0,4.0,0.0,chevrolet,rwd,green,1700.0,1.0
2002.0,196000.0,8.0,0.0,toyota,rwd,grey,1700.0,0.0
2021.0,9386.0,,1.0,ford,,,,0.0
2011.0,146251.0,6.0,0.0,bmw,fwd,silver,6995.0,0.0
2010.0,178450.0,,0.0,lexus,fwd,,10725.0,0.0
2021.0,24636.0,4.0,0.0,bmw,fwd,,33492.0,0.0
2011.0,129007.0,6.0,0.0,lexus,fwd,,11992.0,0.0
2015.0,153900.0,6.0,0.0,dodge,fwd,black,7000.0,0.0
2018.0,84849.0,,0.0,jeep,,white,,0.0
2020.0,39365.0,4.0,0.0,bmw,fwd,,28262.0,0.0
2002.0,150000.0,6.0,0.0,mitsubishi,4wd,,5500.0,0.0
2020.0,10000.0,6.0,0.0,,rwd,white,22800.0,0.0
2009.0,330000.0,8.0,0.0,toyota,rwd,,12000.0,0.0
2017.0,119474.0,,0.0,ford,,custom,,0.0
2005.0,125371.0,6.0,0.0,ford,rwd,white,9495.0,0.0
2014.0,73032.0,4.0,0.0,ford,fwd,red,7299.0,0.0
2010.0,118728.0,6.0,0.0,bmw,4wd,,8492.0,0.0
2012.0,120000.0,4.0,0.0,mini,fwd,,5800.0,0.0
2019.0,21911.0,6.0,0.0,honda,fwd,,29492.0,0.0
2022.0,340.0,4.0,0.0,honda,fwd,grey,21900.0,0.0
2021.0,25700.0,4.0,0.0,bmw,rwd,,34992.0,0.0
2014.0,137221.0,6.0,0.0,jeep,4wd,,13992.0,0.0
